user_id,timestamp,ip_address,geo_location,device_type,browser,login_method,login_success,session_duration,is_suspicious,hour,day_of_week
user_48,2023-12-01 14:39:53,22.132.27.100,USA,Android,Firefox,Password,1,68.44,0,14,4
user_40,2023-12-01 14:41:31,159.135.11.224,Japan,Windows,Edge,Password,1,426.63,0,14,4
user_24,2023-12-01 14:43:27,143.47.123.97,Russia,Linux,Firefox,Password,1,322.69,0,14,4
user_32,2023-12-01 14:59:06,29.132.120.213,USA,iPhone,Chrome,2FA,1,959.98,0,14,4
user_42,2023-12-01 15:02:43,146.11.220.2,USA,iPhone,Chrome,2FA,1,480.67,0,15,4
user_38,2023-12-01 15:27:58,213.114.189.215,India,Windows,Edge,SSO,1,489.06,0,15,4
user_22,2023-12-01 16:21:22,199.29.95.29,India,Android,Safari,Password,1,139.47,0,16,4
user_19,2023-12-01 16:31:16,151.226.222.116,Germany,iPhone,Chrome,2FA,1,291.93,0,16,4
user_42,2023-12-01 16:32:37,199.72.119.192,UAE,iPhone,Firefox,2FA,1,1.06,0,16,4
user_1,2023-12-01 16:38:19,207.175.27.15,Australia,iPhone,Firefox,Password,1,1033.22,0,16,4
user_19,2023-12-01 16:40:22,211.24.175.58,USA,Windows,Edge,Password,1,280.88,0,16,4
user_13,2023-12-01 16:43:19,40.184.119.11,India,Windows,Brave,2FA,1,108.76,0,16,4
user_11,2023-12-01 16:50:16,221.234.183.103,India,Android,Brave,Biometric,1,120.87,0,16,4
user_37,2023-12-01 16:53:06,197.119.180.28,UAE,Mac,Firefox,Password,1,1637.16,0,16,4
user_30,2023-12-01 16:54:41,180.25.173.209,Brazil,Linux,Edge,Password,1,340.68,0,16,4
user_38,2023-12-01 17:00:51,163.23.246.243,Australia,Android,Chrome,2FA,1,421.74,0,17,4
user_24,2023-12-01 17:04:46,104.150.240.133,India,Windows,Chrome,2FA,1,941.29,0,17,4
user_6,2023-12-01 17:05:26,48.91.27.42,Australia,Linux,Safari,Password,1,956.7,0,17,4
user_49,2023-12-01 17:13:47,192.96.153.231,USA,Mac,Firefox,2FA,1,982.42,0,17,4
user_48,2023-12-01 17:17:28,176.65.250.109,Japan,Linux,Chrome,SSO,1,351.32,0,17,4
user_26,2023-12-01 17:41:41,73.75.151.167,Brazil,Android,Firefox,2FA,1,162.17,0,17,4
user_22,2023-12-01 17:43:28,80.72.102.11,UAE,Mac,Brave,SSO,1,49.5,0,17,4
user_12,2023-12-01 18:04:22,209.194.35.99,India,Mac,Firefox,Password,1,483.77,0,18,4
user_2,2023-12-01 18:14:20,132.80.46.246,Germany,Linux,Safari,Password,1,91.74,0,18,4
user_37,2023-12-01 18:18:06,144.178.59.76,India,Mac,Safari,2FA,1,167.42,0,18,4
user_2,2023-12-01 18:24:20,207.21.113.124,Brazil,Android,Firefox,Password,1,329.26,0,18,4
user_16,2023-12-01 18:26:00,34.143.219.167,Germany,Mac,Edge,Password,1,11.42,0,18,4
user_4,2023-12-01 18:28:43,148.254.172.100,UAE,Mac,Brave,SSO,1,109.69,0,18,4
user_7,2023-12-01 18:31:39,216.32.245.128,UAE,Windows,Brave,Password,1,129.34,0,18,4
user_21,2023-12-01 18:33:14,114.36.90.82,UAE,Android,Brave,Password,1,21.0,0,18,4
user_36,2023-12-01 18:36:45,161.253.23.33,Japan,Linux,Safari,Password,1,34.74,0,18,4
user_17,2023-12-01 19:18:48,187.191.105.91,Japan,Windows,Brave,Password,1,250.32,0,19,4
user_4,2023-12-01 19:31:14,92.165.77.56,Australia,Windows,Edge,Password,1,33.82,0,19,4
user_10,2023-12-01 19:34:00,143.139.252.128,UAE,Windows,Chrome,2FA,1,306.7,0,19,4
user_10,2023-12-01 19:44:14,154.126.234.123,Brazil,Linux,Edge,Password,1,810.33,0,19,4
user_10,2023-12-01 19:56:24,173.99.214.42,Japan,Windows,Firefox,2FA,1,92.82,0,19,4
user_26,2023-12-01 20:18:58,222.91.54.152,USA,Mac,Edge,SSO,1,300.8,0,20,4
user_12,2023-12-01 20:24:39,187.18.127.160,Brazil,Windows,Chrome,Password,0,0.0,0,20,4
user_2,2023-12-01 20:32:12,203.252.220.215,UAE,iPhone,Safari,Biometric,1,259.32,0,20,4
user_6,2023-12-01 20:53:21,206.7.247.233,Australia,Linux,Chrome,Password,1,19.41,0,20,4
user_4,2023-12-01 21:05:03,187.135.125.28,Germany,Android,Chrome,Password,1,266.55,0,21,4
user_2,2023-12-01 21:08:24,68.169.251.233,Brazil,Mac,Safari,2FA,1,138.72,0,21,4
user_1,2023-12-01 21:28:10,140.62.152.230,India,Android,Brave,Password,0,0.0,0,21,4
user_16,2023-12-01 21:58:58,165.131.24.50,Brazil,iPhone,Chrome,Password,1,513.16,0,21,4
user_44,2023-12-01 22:25:14,221.49.105.162,USA,Linux,Edge,Biometric,1,330.8,0,22,4
user_36,2023-12-01 22:25:37,85.166.159.97,Russia,Windows,Brave,Password,1,1008.33,0,22,4
user_27,2023-12-01 22:28:14,211.238.56.208,UAE,Mac,Chrome,Password,1,138.16,0,22,4
user_14,2023-12-01 22:58:30,17.2.151.176,Germany,Linux,Brave,2FA,1,42.21,0,22,4
user_10,2023-12-01 23:15:47,197.186.18.14,Brazil,Windows,Chrome,Password,1,531.83,0,23,4
user_50,2023-12-01 23:25:19,39.0.46.244,Australia,iPhone,Edge,SSO,1,14.43,0,23,4
user_20,2023-12-01 23:49:54,203.52.189.116,UAE,iPhone,Firefox,Password,1,193.58,0,23,4
user_18,2023-12-01 23:54:46,170.107.113.50,Brazil,Linux,Chrome,Password,0,0.0,0,23,4
user_16,2023-12-02 00:27:12,61.59.227.160,Russia,Linux,Edge,Password,1,168.8,0,0,5
user_28,2023-12-02 00:31:36,186.53.23.77,India,Mac,Edge,Password,1,341.5,0,0,5
user_49,2023-12-02 00:40:13,119.175.239.215,Russia,Android,Brave,2FA,1,471.34,0,0,5
user_24,2023-12-02 00:41:26,86.189.239.139,USA,Android,Edge,SSO,1,280.16,0,0,5
user_25,2023-12-02 00:42:49,211.245.159.47,India,Mac,Chrome,Password,1,36.23,0,0,5
user_49,2023-12-02 00:56:06,56.94.41.133,USA,Mac,Brave,SSO,1,837.84,0,0,5
user_3,2023-12-02 00:57:55,110.159.190.126,UAE,Mac,Edge,Password,1,313.67,0,0,5
user_31,2023-12-02 01:14:24,196.233.4.214,India,Android,Brave,2FA,1,659.79,0,1,5
user_40,2023-12-02 01:15:32,41.199.218.103,Brazil,Linux,Chrome,2FA,0,0.0,0,1,5
user_14,2023-12-02 01:15:50,202.118.223.154,India,Mac,Edge,Password,1,1628.44,0,1,5
user_11,2023-12-02 01:39:08,126.189.219.156,Australia,Mac,Chrome,Password,1,238.49,0,1,5
user_31,2023-12-02 01:41:27,211.217.112.243,India,Android,Chrome,2FA,0,0.0,0,1,5
user_20,2023-12-02 02:02:00,193.129.124.246,Germany,Linux,Edge,Password,1,80.49,0,2,5
user_18,2023-12-02 02:04:19,216.99.98.80,Australia,Android,Chrome,Biometric,1,108.6,0,2,5
user_12,2023-12-02 02:05:15,193.80.146.78,Japan,Windows,Safari,Password,1,180.08,0,2,5
user_35,2023-12-02 02:18:38,31.242.165.156,India,Android,Edge,Password,1,335.08,0,2,5
user_11,2023-12-02 02:52:53,212.178.127.239,India,Android,Firefox,Password,1,36.41,0,2,5
user_37,2023-12-02 02:55:38,219.213.146.61,UAE,Android,Chrome,Biometric,1,25.97,0,2,5
user_37,2023-12-02 02:58:36,223.20.169.167,UAE,Android,Edge,Password,1,327.2,0,2,5
user_34,2023-12-02 03:03:45,214.48.29.244,Australia,iPhone,Edge,2FA,1,92.38,0,3,5
user_50,2023-12-02 03:06:11,185.169.242.229,Australia,Windows,Chrome,Password,1,260.82,0,3,5
user_50,2023-12-02 03:09:46,204.175.154.74,Russia,Windows,Brave,Password,1,3.41,0,3,5
user_3,2023-12-02 03:21:29,165.161.201.79,Australia,iPhone,Chrome,2FA,1,96.13,0,3,5
user_15,2023-12-02 03:36:41,203.14.39.221,Germany,Windows,Chrome,Password,1,362.69,0,3,5
user_36,2023-12-02 03:42:16,119.239.21.214,Australia,Mac,Brave,2FA,1,296.36,0,3,5
user_47,2023-12-02 03:57:04,217.69.161.76,Russia,Mac,Brave,2FA,1,5.56,0,3,5
user_46,2023-12-02 04:03:41,157.170.117.223,Australia,iPhone,Firefox,Password,1,62.7,0,4,5
user_16,2023-12-02 04:09:06,123.111.56.157,Brazil,iPhone,Brave,SSO,1,118.71,0,4,5
user_27,2023-12-02 04:12:31,86.30.20.77,India,Linux,Chrome,Password,1,113.98,0,4,5
user_15,2023-12-02 04:18:32,33.225.252.165,India,Android,Edge,Biometric,1,227.84,0,4,5
user_46,2023-12-02 04:20:59,197.220.208.162,Australia,Linux,Safari,Password,1,447.69,0,4,5
user_11,2023-12-02 04:21:42,24.162.196.143,Australia,Windows,Chrome,Password,1,281.89,0,4,5
user_11,2023-12-02 04:39:13,112.129.47.9,UAE,Android,Chrome,Password,0,0.0,0,4,5
user_6,2023-12-02 04:41:23,125.125.116.209,Russia,Mac,Safari,2FA,1,47.69,0,4,5
user_1,2023-12-02 05:01:22,181.168.130.251,Japan,iPhone,Brave,Biometric,1,396.15,0,5,5
user_13,2023-12-02 05:12:36,198.172.177.77,UAE,Mac,Edge,Biometric,0,0.0,0,5,5
user_32,2023-12-02 05:13:25,55.126.40.191,India,Android,Brave,Password,1,464.43,0,5,5
user_29,2023-12-02 05:28:43,193.13.125.169,USA,Linux,Firefox,Biometric,1,174.02,0,5,5
user_21,2023-12-02 05:29:37,164.97.125.155,USA,Android,Edge,Password,1,314.83,0,5,5
user_23,2023-12-02 05:36:53,91.121.203.7,Japan,Android,Chrome,Password,0,0.0,0,5,5
user_12,2023-12-02 05:41:43,178.42.199.3,India,Linux,Safari,Password,1,240.7,0,5,5
user_13,2023-12-02 05:42:55,223.90.49.35,UAE,Linux,Chrome,Password,1,583.37,0,5,5
user_17,2023-12-02 05:46:06,177.113.237.243,USA,Linux,Chrome,Password,1,421.92,0,5,5
user_22,2023-12-02 05:58:13,213.100.219.82,Australia,Android,Safari,SSO,1,92.48,0,5,5
user_21,2023-12-02 06:00:09,78.97.213.202,India,iPhone,Chrome,Password,1,356.18,0,6,5
user_11,2023-12-02 06:04:01,135.18.140.77,Germany,Linux,Chrome,Password,1,614.13,0,6,5
user_7,2023-12-02 06:16:11,219.68.148.181,Germany,Windows,Firefox,Password,1,710.15,0,6,5
user_35,2023-12-02 06:22:39,35.55.183.153,India,iPhone,Chrome,Password,0,0.0,0,6,5
user_15,2023-12-02 06:23:55,145.122.46.189,India,Windows,Firefox,Password,1,76.96,0,6,5
user_46,2023-12-02 06:25:32,207.95.202.104,Germany,Linux,Safari,2FA,1,134.1,0,6,5
user_18,2023-12-02 06:36:10,147.211.224.33,Germany,Android,Brave,Password,0,0.0,0,6,5
user_50,2023-12-02 06:58:16,11.168.31.126,Japan,Linux,Safari,SSO,1,189.92,0,6,5
user_28,2023-12-02 07:11:11,187.129.181.225,USA,Android,Edge,SSO,1,122.3,0,7,5
user_12,2023-12-02 07:20:41,214.12.225.107,Brazil,Linux,Chrome,Password,1,144.92,0,7,5
user_36,2023-12-02 07:22:37,170.244.161.213,India,Windows,Edge,2FA,1,84.82,0,7,5
user_2,2023-12-02 07:30:00,71.250.15.212,Brazil,iPhone,Brave,Password,1,134.63,1,7,5
user_39,2023-12-02 07:30:00,55.126.123.224,Russia,Mac,Edge,Biometric,1,1410.42,1,7,5
user_10,2023-12-02 07:30:41,183.148.73.210,Japan,Windows,Chrome,SSO,1,404.16,0,7,5
user_44,2023-12-02 07:32:34,199.233.88.185,Germany,Linux,Firefox,SSO,1,611.26,0,7,5
user_43,2023-12-02 07:57:48,131.236.206.8,Brazil,Linux,Safari,Password,1,329.62,0,7,5
user_49,2023-12-02 08:02:23,221.104.67.192,Australia,Windows,Safari,Password,1,187.24,0,8,5
user_2,2023-12-02 08:45:15,149.10.246.78,Germany,Mac,Safari,2FA,1,27.56,0,8,5
user_10,2023-12-02 08:49:11,200.182.197.178,India,Mac,Chrome,SSO,1,68.62,0,8,5
user_45,2023-12-02 08:59:22,77.168.101.128,Germany,iPhone,Safari,Password,1,285.6,0,8,5
user_33,2023-12-02 08:59:35,151.92.35.27,Brazil,Mac,Firefox,Password,1,1084.43,0,8,5
user_29,2023-12-02 09:06:13,33.3.234.47,USA,Android,Chrome,Password,1,473.72,0,9,5
user_17,2023-12-02 09:13:40,196.83.138.130,Brazil,Linux,Firefox,Biometric,0,0.0,0,9,5
user_11,2023-12-02 09:22:06,216.91.153.133,USA,Windows,Edge,Password,1,73.49,0,9,5
user_22,2023-12-02 09:41:20,178.53.246.137,Germany,Android,Safari,Password,1,457.51,0,9,5
user_32,2023-12-02 09:49:04,209.24.52.99,UAE,iPhone,Firefox,Password,1,56.06,0,9,5
user_29,2023-12-02 09:54:53,12.67.39.123,Germany,Linux,Chrome,SSO,1,124.46,0,9,5
user_34,2023-12-02 10:09:12,110.32.202.199,India,Android,Brave,Password,1,790.23,0,10,5
user_26,2023-12-02 10:12:34,200.66.42.214,UAE,Windows,Edge,2FA,1,250.01,0,10,5
user_16,2023-12-02 10:14:49,217.23.116.132,India,iPhone,Chrome,2FA,1,351.89,0,10,5
user_20,2023-12-02 10:16:30,12.51.162.23,Australia,Linux,Chrome,Password,1,96.55,0,10,5
user_7,2023-12-02 10:29:40,24.170.180.10,USA,Windows,Firefox,Password,1,948.05,0,10,5
user_12,2023-12-02 10:44:01,3.181.130.184,Japan,iPhone,Safari,Password,1,447.27,0,10,5
user_9,2023-12-02 10:49:36,205.64.221.88,Brazil,Android,Edge,2FA,1,379.89,0,10,5
user_33,2023-12-02 11:06:53,184.247.132.137,Germany,Windows,Edge,2FA,1,128.77,0,11,5
user_32,2023-12-02 11:25:21,206.20.10.64,USA,Android,Edge,Password,1,31.07,0,11,5
user_22,2023-12-02 11:40:21,219.211.137.218,India,iPhone,Chrome,Password,1,155.74,0,11,5
user_16,2023-12-02 11:57:29,126.62.75.229,Japan,Android,Safari,2FA,1,458.25,0,11,5
user_43,2023-12-02 12:13:15,161.165.146.158,Germany,Linux,Brave,Password,1,40.4,0,12,5
user_48,2023-12-02 12:15:59,78.242.130.199,USA,Linux,Chrome,Password,1,168.09,0,12,5
user_31,2023-12-02 12:38:35,59.228.169.61,Australia,iPhone,Safari,Password,0,0.0,0,12,5
user_48,2023-12-02 12:48:34,110.35.41.16,Brazil,iPhone,Firefox,Password,1,607.49,0,12,5
user_44,2023-12-02 12:56:44,123.182.44.171,UAE,Android,Safari,Password,1,730.37,0,12,5
user_24,2023-12-02 13:33:59,202.134.38.72,Brazil,Android,Chrome,SSO,1,129.61,0,13,5
user_40,2023-12-02 13:34:07,197.133.55.207,USA,Linux,Firefox,Password,0,0.0,0,13,5
user_43,2023-12-02 13:42:32,121.176.133.176,Germany,iPhone,Edge,SSO,1,180.03,0,13,5
user_35,2023-12-02 14:19:01,222.140.127.174,Australia,Windows,Brave,2FA,1,632.84,0,14,5
user_37,2023-12-02 14:30:52,199.240.32.190,UAE,Mac,Brave,2FA,1,66.67,0,14,5
user_46,2023-12-02 14:36:22,183.45.42.126,UAE,Android,Chrome,Password,1,860.99,0,14,5
user_10,2023-12-02 14:38:41,18.0.122.115,Brazil,Mac,Firefox,Biometric,1,909.79,0,14,5
user_6,2023-12-02 15:22:38,218.57.10.99,Japan,iPhone,Safari,Password,1,1041.18,0,15,5
user_28,2023-12-02 15:24:06,43.23.109.213,USA,Linux,Firefox,Password,1,700.07,0,15,5
user_46,2023-12-02 15:37:58,170.31.137.79,Japan,Mac,Edge,Password,1,331.98,0,15,5
user_12,2023-12-02 15:42:07,87.86.32.138,USA,Android,Safari,Password,1,341.94,0,15,5
user_5,2023-12-02 15:56:44,202.195.12.92,Australia,Android,Edge,Password,1,327.85,0,15,5
user_47,2023-12-02 16:09:03,184.174.220.229,Germany,Mac,Brave,Password,0,0.0,0,16,5
user_12,2023-12-02 16:19:19,169.195.127.184,USA,iPhone,Edge,Password,1,133.95,0,16,5
user_18,2023-12-02 17:06:38,138.176.96.116,Brazil,Mac,Brave,2FA,1,217.54,0,17,5
user_18,2023-12-02 17:06:55,49.10.43.235,India,Android,Brave,Password,1,308.83,0,17,5
user_49,2023-12-02 17:08:04,165.111.142.241,UAE,Windows,Brave,SSO,1,62.81,0,17,5
user_3,2023-12-02 17:18:55,94.140.105.221,UAE,Android,Edge,SSO,1,1029.32,0,17,5
user_7,2023-12-02 17:26:00,190.197.179.167,UAE,Linux,Firefox,Password,1,325.32,0,17,5
user_30,2023-12-02 17:56:38,208.240.82.156,Germany,iPhone,Chrome,Password,1,317.76,0,17,5
user_25,2023-12-02 17:56:40,98.183.200.4,Australia,iPhone,Brave,2FA,1,488.83,0,17,5
user_39,2023-12-02 17:56:58,199.108.176.204,Japan,Linux,Firefox,Biometric,1,418.05,0,17,5
user_8,2023-12-02 18:02:31,187.222.25.124,UAE,Mac,Firefox,Password,1,255.13,0,18,5
user_36,2023-12-02 18:22:54,200.120.59.54,Australia,Android,Edge,2FA,1,223.63,0,18,5
user_49,2023-12-02 18:23:45,164.38.199.250,Brazil,Windows,Safari,Password,1,423.86,0,18,5
user_23,2023-12-02 18:25:05,162.176.4.37,UAE,iPhone,Brave,Password,1,291.99,0,18,5
user_31,2023-12-02 18:32:38,73.135.95.175,India,Windows,Chrome,Password,1,363.36,0,18,5
user_26,2023-12-02 18:42:25,205.183.21.190,Germany,Android,Edge,2FA,1,258.05,0,18,5
user_4,2023-12-02 18:43:58,1.237.221.49,Australia,Android,Firefox,Password,1,12.16,0,18,5
user_8,2023-12-02 18:53:14,186.231.194.166,Germany,Linux,Brave,Password,1,39.47,0,18,5
user_37,2023-12-02 19:06:17,170.251.27.246,USA,iPhone,Firefox,2FA,1,937.39,0,19,5
user_41,2023-12-02 19:28:40,136.65.118.13,Australia,iPhone,Edge,2FA,1,35.16,0,19,5
user_30,2023-12-02 19:32:17,84.237.141.139,Germany,iPhone,Safari,Password,1,311.18,0,19,5
user_4,2023-12-02 19:45:55,211.252.234.223,Brazil,Mac,Brave,Password,1,160.75,0,19,5
user_41,2023-12-02 19:47:14,194.226.159.51,Australia,Windows,Safari,Biometric,1,176.48,0,19,5
user_32,2023-12-02 19:52:32,41.38.125.160,Russia,Linux,Chrome,Password,1,436.12,0,19,5
user_14,2023-12-02 19:57:39,220.48.142.158,Germany,Android,Chrome,Password,1,884.67,0,19,5
user_14,2023-12-02 20:02:40,41.10.245.230,Germany,Android,Safari,Biometric,1,194.13,0,20,5
user_8,2023-12-02 20:11:54,97.119.103.175,Germany,Android,Edge,Biometric,1,172.22,0,20,5
user_23,2023-12-02 20:16:52,141.217.121.193,India,Android,Brave,Password,1,162.38,0,20,5
user_13,2023-12-02 20:22:25,176.159.221.4,Nigeria,Android,Edge,Password,1,303.63,1,20,5
user_14,2023-12-02 20:28:45,171.80.150.135,Japan,Mac,Safari,SSO,1,125.48,0,20,5
user_37,2023-12-02 20:37:04,152.254.81.63,UAE,Linux,Safari,Password,1,124.83,0,20,5
user_21,2023-12-02 20:49:23,220.245.198.240,Australia,Mac,Chrome,Password,1,678.06,0,20,5
user_29,2023-12-02 20:49:48,28.169.247.81,UAE,iPhone,Firefox,Password,1,678.0,0,20,5
user_30,2023-12-02 21:07:14,196.9.116.5,UAE,iPhone,Firefox,Password,1,808.98,0,21,5
user_30,2023-12-02 21:18:56,222.182.18.98,Brazil,Android,Firefox,Password,0,0.0,0,21,5
user_45,2023-12-02 21:22:54,223.157.219.195,Germany,Windows,Firefox,Password,1,717.21,0,21,5
user_28,2023-12-02 21:37:15,129.223.156.116,Australia,Mac,Brave,Password,1,175.6,0,21,5
user_4,2023-12-02 22:03:57,217.148.215.215,Japan,Linux,Chrome,SSO,1,494.2,0,22,5
